eventID,eventType,language,license,bibliographicCitation,accessRights,samplingProtocol,rightsHolder,institutionCode,institutionID,modified,country,countryCode,parentEventID,verbatimLocality,minimumDepthInMeters,maximumDepthInMeters,sampleSizeValue,decimalLatitude,decimalLongitude,eventDate,year,month,day,samplingEffort,sampleSizeUnit,geodeticDatum,footprintWKT,eventRemarks
SOC-DES-2023-6-18-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-18,Descanso Bay,0,2,8,49.177887,-123.85815,2023-06-18,2023,6,18,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-18-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-18,Descanso Bay,0,2,8,49.177887,-123.85815,2023-06-18,2023,6,18,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-18-m3,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-18,Descanso Bay,0,2,8,49.177887,-123.85815,2023-06-18,2023,6,18,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-18-m4,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-18,Descanso Bay,0,2,8,49.177887,-123.85815,2023-06-18,2023,6,18,8 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-4-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-4,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-04,2023,6,4,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),Sunny. Hours fished were spread over 1 night.
SOC-DES-2023-6-6-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m3,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m4,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m5,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m6,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m7,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m8,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m9,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m10,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m11,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m12,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m13,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m14,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m15,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m16,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m17,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m18,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
SOC-DES-2023-6-6-m19,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-6,Descanso Bay,0,2,17,49.177887,-123.85815,2023-06-06,2023,6,6,17 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 2 nights."
